movie,year,genres,runtime_minutes,averagerating,numvotes,studio,domestic_gross,foreign_gross
Hotel Transylvania 2,2015,"['Animation', 'Comedy', 'Family']",89.0,6.7,92905,Sony,169700000.0,305100000.0
Billy Lynn's Long Halftime Walk,2016,"['Action', 'Drama', 'Thriller']",113.0,6.3,19069,TriS,1700000.0,29200000.0
Jauja,2014,"['Drama', 'Western']",109.0,6.4,3468,CGld,60200.0,0.0
Mud,2012,['Drama'],105.0,6.5,41,RAtt.,21600000.0,11000000.0
Escobar: Paradise Lost,2014,"['Crime', 'Drama', 'History']",120.0,6.5,19419,RTWC,196000.0,3600000.0
The Gunman,2015,"['Action', 'Crime', 'Drama']",115.0,5.8,36053,ORF,10700000.0,13500000.0
One Direction: This Is Us,2013,"['Documentary', 'Music']",92.0,4.2,22977,TriS,28900000.0,39700000.0
The Stroller Strategy,2012,['Comedy'],90.0,5.5,776,Rialto,3500.0,0.0
Wetlands,2013,"['Comedy', 'Drama']",109.0,5.8,10321,Strand,59500.0,10500000.0
Star Wars: The Last Jedi,2017,"['Action', 'Adventure', 'Fantasy']",152.0,7.1,462903,BV,620200000.0,712400000.0
God's Not Dead,2014,['Drama'],113.0,4.8,38051,Free,60800000.0,3900000.0
The Beatles: Eight Days a Week - The Touring Years,2016,"['Documentary', 'Music']",106.0,7.8,9666,Abr.,2900000.0,9400000.0
Blockers,2018,['Comedy'],102.0,6.2,57142,Uni.,60300000.0,33700000.0
The Fencer,2015,"['Biography', 'Drama', 'History']",99.0,7.2,4063,CFI,96000.0,0.0
Youth,2012,"['Drama', 'Family']",75.0,6.6,36,FoxS,2700000.0,0.0
I Spit on Your Grave 2,2013,"['Horror', 'Thriller']",106.0,5.7,24100,Anch.,800.0,0.0
Arrival,2016,"['Drama', 'Mystery', 'Sci-Fi']",116.0,7.9,515483,Par.,100500000.0,102800000.0
Wonder,2017,"['Drama', 'Family']",113.0,8.0,111632,LGF,132400000.0,173500000.0
The Light Between Oceans,2016,"['Drama', 'Romance']",133.0,7.2,46247,BV,12500000.0,13400000.0
Crimson Peak,2015,"['Drama', 'Fantasy', 'Horror']",119.0,6.5,119287,Uni.,31100000.0,43600000.0
The Second Best Exotic Marigold Hotel,2015,"['Comedy', 'Drama']",122.0,6.6,28931,FoxS,33100000.0,52900000.0
Against the Sun,2014,"['Adventure', 'Biography', 'Drama']",100.0,6.5,4793,TAFC,4600.0,0.0
A Million Ways to Die in the West,2014,"['Comedy', 'Western']",116.0,6.1,160534,Uni.,43100000.0,44100000.0
Homefront,2013,['Drama'],111.0,7.7,17,ORF,20200000.0,22900000.0
Lilting,2014,"['Drama', 'Romance']",83.0,7.2,5352,Strand,27100.0,0.0
Get Hard,2015,"['Comedy', 'Crime']",100.0,6.0,111187,WB,90400000.0,21400000.0
Alice Through the Looking Glass,2016,"['Adventure', 'Family', 'Fantasy']",113.0,6.2,79951,BV,77000000.0,222400000.0
Starred Up,2013,"['Crime', 'Drama']",106.0,7.4,39319,Trib.,54900.0,0.0
The Duke of Burgundy,2014,"['Drama', 'Mystery', 'Romance']",104.0,6.6,10301,IFC,64500.0,0.0
Besharam,2013,"['Action', 'Comedy', 'Romance']",143.0,3.6,4925,Relbig.,680000.0,0.0
The Tale of The Princess Kaguya,2013,"['Adventure', 'Animation', 'Drama']",137.0,8.0,29108,GK,703000.0,23500000.0
Life After Beth,2014,"['Comedy', 'Fantasy', 'Horror']",89.0,5.6,17995,A24,88300.0,0.0
Me and Earl and the Dying Girl,2015,"['Comedy', 'Drama', 'Romance']",105.0,7.8,112627,FoxS,6800000.0,2300000.0
Shut In,2016,"['Drama', 'Mystery', 'Thriller']",91.0,4.7,11030,EC,6900000.0,6200000.0
Hell or High Water,2016,"['Action', 'Crime', 'Drama']",102.0,7.6,176469,LGF,27000000.0,10900000.0
Whiplash,2014,"['Drama', 'Music']",106.0,8.5,616916,SPC,13100000.0,35900000.0
The Fault in Our Stars,2014,"['Drama', 'Romance']",126.0,7.7,315135,Fox,124900000.0,182300000.0
The Strange Little Cat,2013,"['Comedy', 'Drama']",72.0,6.6,807,KS,5900.0,0.0
The Ardennes,2015,['Drama'],96.0,6.8,4175,FM,5600.0,0.0
Resident Evil: The Final Chapter,2016,"['Action', 'Horror', 'Sci-Fi']",107.0,5.6,74979,SGem,26800000.0,285400000.0
Inside Out,2013,"['Biography', 'Documentary', 'History']",75.0,7.5,60,BV,356500000.0,501100000.0
The French Minister,2013,['Comedy'],113.0,6.4,2897,IFC,12000.0,5100000.0
Kevin Hart: Let Me Explain,2013,"['Comedy', 'Documentary']",75.0,6.8,7880,LG/S,32200000.0,74000.0
Difret,2014,"['Biography', 'Crime', 'Drama']",99.0,6.8,1117,TA,49700.0,0.0
Sisters,2013,['Drama'],84.0,5.7,37,Uni.,87000000.0,18000000.0
Rio,2012,['Documentary'],90.0,8.3,14,Fox,143600000.0,341000000.0
'71,2014,"['Action', 'Drama', 'Thriller']",99.0,7.2,46103,RAtt.,1300000.0,355000.0
City of Gold,2015,"['Biography', 'Documentary']",96.0,7.1,836,IFC,641000.0,0.0
Blind,2014,['Drama'],96.0,6.9,6548,VE,12500.0,0.0
Boulevard,2014,['Drama'],88.0,5.8,7446,SM,126000.0,0.0
Noble,2014,"['Biography', 'Drama']",100.0,6.8,1389,Asp.,347000.0,0.0
Step Up All In,2014,"['Drama', 'Music', 'Romance']",112.0,6.0,30420,LG/S,14900000.0,71300000.0
Closed Curtain,2013,['Drama'],106.0,6.6,981,Vari.,28100.0,0.0
Baahubali: The Beginning,2015,"['Action', 'Drama']",159.0,8.1,93243,BSC,6700000.0,0.0
I'm Still Here,2013,"['Drama', 'Romance', 'Thriller']",120.0,7.0,1127,Magn.,409000.0,160000.0
Ted 2,2015,['Comedy'],115.0,6.3,165843,Uni.,81500000.0,135200000.0
Hot Tub Time Machine 2,2015,"['Comedy', 'Mystery', 'Sci-Fi']",93.0,5.1,34444,Par.,12300000.0,767000.0
A Little Chaos,2014,"['Drama', 'Romance']",112.0,6.5,18290,FCW,558000.0,9500000.0
Love Is Strange,2014,"['Drama', 'Romance']",94.0,6.7,11471,SPC,2300000.0,0.0
The Hunt,2012,"['Action', 'Horror', 'Thriller']",74.0,4.4,113,Magn.,613000.0,0.0
Midnight Special,2016,"['Action', 'Drama', 'Mystery']",112.0,6.6,67921,WB,3700000.0,2500000.0
In the Name of,2013,"['Drama', 'Thriller']",102.0,6.5,2394,FM,9900.0,0.0
The Good Lie,2014,"['Biography', 'Drama']",110.0,7.4,25232,WB,2700000.0,0.0
Just a Sigh,2013,"['Drama', 'Romance']",104.0,6.5,878,Distrib.,75500.0,1200000.0
Split,2016,"['Comedy', 'Romance', 'Sport']",90.0,2.9,557,Uni.,138300000.0,140200000.0
Star Trek Beyond,2016,"['Action', 'Adventure', 'Sci-Fi']",122.0,7.1,209844,Par.,158800000.0,184600000.0
Youth,2013,['Drama'],107.0,6.1,327,FoxS,2700000.0,0.0
I Wish,2012,['Fantasy'],81.0,8.2,12,Magn.,146000.0,1400000.0
Fences,2016,['Drama'],139.0,7.2,86749,Par.,57700000.0,6700000.0
Me Before You,2016,"['Drama', 'Romance']",106.0,7.4,174567,WB (NL),56200000.0,152100000.0
Churchill,2017,"['Biography', 'Drama', 'History']",105.0,6.3,12047,Cohen,1300000.0,0.0
Hitman: Agent 47,2015,"['Action', 'Adventure', 'Crime']",96.0,5.7,80510,Fox,22500000.0,59900000.0
Colette,2013,"['Biography', 'Drama', 'History']",126.0,6.1,415,BST,5100000.0,0.0
The D Train,2015,"['Comedy', 'Drama']",101.0,5.0,10066,IFC,673000.0,102000.0
Night at the Museum: Secret of the Tomb,2014,"['Adventure', 'Comedy', 'Family']",98.0,6.2,93103,Fox,113700000.0,249500000.0
Locke,2013,['Drama'],85.0,7.1,120703,A24,1400000.0,0.0
The Debt,2015,"['Drama', 'Mystery', 'Thriller']",99.0,6.1,624,Focus,31200000.0,14500000.0
The Boss,2016,['Comedy'],99.0,5.4,39096,Uni.,63300000.0,15600000.0
Game Night,2018,"['Action', 'Comedy', 'Crime']",100.0,7.0,163279,WB (NL),69200000.0,48500000.0
Saint Laurent,2014,"['Biography', 'Drama', 'Romance']",150.0,6.1,4829,SPC,429000.0,0.0
Yves Saint Laurent,2014,"['Biography', 'Drama']",106.0,6.2,10311,Wein.,724000.0,20300000.0
Life of a King,2013,['Drama'],100.0,6.9,5738,MNE,6500.0,0.0
The Secret Life of Pets,2016,"['Adventure', 'Animation', 'Comedy']",87.0,6.5,161997,Uni.,368400000.0,507100000.0
Diary of a Chambermaid,2015,['Drama'],96.0,5.5,2271,Cohen,54200.0,0.0
Meerkats,2011,['Documentary'],40.0,7.4,7,NGE,778000.0,482000.0
The Remaining,2014,"['Drama', 'Horror', 'Mystery']",88.0,4.3,6274,Triu,1200000.0,0.0
Finding Vivian Maier,2013,"['Biography', 'Documentary', 'Mystery']",83.0,7.7,12033,IFC,1500000.0,0.0
Blackhat,2015,"['Action', 'Crime', 'Thriller']",133.0,5.4,48427,Uni.,8000000.0,11600000.0
The Riot Club,2014,"['Drama', 'Thriller']",107.0,6.0,19706,IFC,7700.0,2100000.0
Ida,2013,['Drama'],82.0,7.4,46819,MBox,3800000.0,0.0
The Salvation,2014,"['Drama', 'Western']",92.0,6.7,32953,IFC,44900.0,0.0
The Longest Ride,2015,"['Drama', 'Romance']",123.0,7.1,70327,Fox,37400000.0,25500000.0
Tumbledown,2013,"['Drama', 'Mystery', 'Romance']",80.0,4.1,169,SM,135000.0,0.0
Oro,2013,['Documentary'],47.0,8.7,6,Sony,5500.0,0.0
"Two Days, One Night",2014,['Drama'],95.0,7.3,41288,IFC,1400000.0,5400000.0
The Christmas Candle,2013,"['Drama', 'Family']",100.0,6.2,1538,ELS,2300000.0,0.0
In Bloom,2013,['Drama'],102.0,7.7,6046,BWP,56100.0,0.0
Life of Riley,2014,"['Comedy', 'Drama', 'Romance']",108.0,6.0,1110,KL,11600.0,2300000.0
Rosewater,2014,"['Biography', 'Drama']",103.0,6.6,9836,ORF,3100000.0,0.0
Devil's Due,2014,"['Horror', 'Mystery', 'Thriller']",89.0,4.1,15502,Fox,15800000.0,21100000.0
Sinister 2,2015,"['Horror', 'Mystery', 'Thriller']",97.0,5.3,41782,Focus,27700000.0,25100000.0
The One I Love,2014,"['Drama', 'Fantasy', 'Mystery']",91.0,7.1,31033,RTWC,513000.0,0.0
Search Party,2014,"['Adventure', 'Comedy']",93.0,5.6,6087,FCW,4600.0,0.0
Main Tera Hero,2014,"['Action', 'Comedy', 'Romance']",128.0,5.3,6700,Eros,275000.0,0.0
Truth or Dare,2013,"['Horror', 'Thriller']",84.0,4.8,554,Uni.,41400000.0,53900000.0
So Young,2013,['Drama'],131.0,6.4,1806,CL,11200.0,0.0
Veronica Mars,2014,"['Crime', 'Drama', 'Mystery']",107.0,6.8,46751,WB,3300000.0,195000.0
Rigor Mortis,2013,"['Action', 'Horror']",103.0,6.3,5015,WGUSA,7900.0,0.0
Zombeavers,2014,"['Action', 'Adventure', 'Comedy']",77.0,4.8,14825,Free,14900.0,0.0
Top Five,2014,"['Comedy', 'Romance']",102.0,6.4,24744,Par.,25300000.0,800000.0
The Little Death,2014,"['Comedy', 'Drama', 'Romance']",96.0,7.1,23607,Magn.,18200.0,0.0
The Look of Love,2012,['Comedy'],46.0,8.5,17,IFC,21300.0,0.0
Gemma Bovery,2014,"['Comedy', 'Drama', 'Romance']",99.0,6.4,5146,MBox,192000.0,0.0
Welcome to Me,2014,"['Comedy', 'Drama']",87.0,5.9,17259,Alc,609000.0,0.0
Beloved Sisters,2014,"['Drama', 'History', 'Romance']",138.0,6.1,1284,MBox,54000.0,2200000.0
The Pyramid,2014,"['Action', 'Adventure', 'Horror']",89.0,4.6,21364,Fox,2800000.0,14100000.0
A Beautiful Planet,2016,['Documentary'],46.0,7.4,893,Imax,15500000.0,9400000.0
Kingsman: The Secret Service,2014,"['Action', 'Adventure', 'Comedy']",129.0,7.7,544510,Fox,128300000.0,286100000.0
Bastards,2014,"['Biography', 'Documentary', 'Family']",80.0,8.3,18,IFC,24500.0,0.0
Cemetery of Splendor,2015,"['Drama', 'Fantasy']",122.0,6.8,3615,Strand,52000.0,0.0
Furious 7,2015,"['Action', 'Crime', 'Thriller']",137.0,7.2,335074,Uni.,353000000.0,1163.0
Bastards,2013,"['Drama', 'Romance']",100.0,6.1,2890,IFC,24500.0,0.0
Rangeelay,2013,"['Action', 'Comedy', 'Drama']",129.0,5.0,159,Eros,148000.0,0.0
Rock Dog,2016,"['Adventure', 'Animation', 'Comedy']",90.0,5.9,3991,LG/S,9400000.0,0.0
Mike and Dave Need Wedding Dates,2016,"['Adventure', 'Comedy', 'Romance']",98.0,6.0,74849,Fox,46000000.0,31100000.0
Extraction,2013,['Action'],106.0,4.8,997,LGP,16800.0,0.0
Steak (R)evolution,2014,['Documentary'],135.0,6.9,456,KL,8000.0,0.0
Fists of Legend,2013,['Action'],154.0,6.9,966,CJ,134000.0,5300000.0
A Haunted House 2,2014,"['Comedy', 'Fantasy']",86.0,4.7,18085,ORF,17300000.0,6600000.0
Tomorrow,2015,['Drama'],115.0,9.1,15,UTMW,62500.0,0.0
The Old Man & the Gun,2018,"['Biography', 'Comedy', 'Crime']",93.0,6.8,25902,FoxS,11300000.0,0.0
The Gambler,2013,['Documentary'],52.0,7.6,14,Par.,33700000.0,5600000.0
White God,2014,"['Drama', 'Fantasy', 'Horror']",121.0,6.9,13755,Magn.,282000.0,0.0
Pitch Perfect 2,2015,"['Comedy', 'Music']",115.0,6.4,130692,Uni.,184300000.0,103200000.0
Omar,2013,"['Crime', 'Drama', 'Romance']",96.0,7.5,12072,AF,356000.0,0.0
The Missing Picture,2013,['Documentary'],92.0,7.4,2804,Strand,52200.0,0.0
Tag,2018,['Comedy'],100.0,6.5,85186,WB (NL),54700000.0,23400000.0
Ratchet & Clank,2016,"['Action', 'Adventure', 'Animation']",94.0,5.6,9033,Focus,8800000.0,0.0
Ride Along 2,2016,"['Action', 'Comedy', 'Crime']",102.0,5.9,48688,Uni.,91200000.0,33400000.0
Amy,2015,"['Biography', 'Documentary', 'Music']",128.0,7.8,43814,A24,8400000.0,0.0
Wish I Was Here,2014,"['Comedy', 'Drama']",106.0,6.7,34907,Focus,3600000.0,1900000.0
Magic in the Moonlight,2014,"['Comedy', 'Romance']",97.0,6.6,59054,SPC,10500000.0,40500000.0
"2 Autumns, 3 Winters",2013,['Comedy'],91.0,6.7,582,FM,5800.0,0.0
Mistress America,2015,"['Comedy', 'Drama']",84.0,6.7,22506,FoxS,2500000.0,0.0
The Shack,2017,"['Drama', 'Fantasy']",132.0,6.3,26065,LG/S,57400000.0,39600000.0
Nightcrawler,2014,"['Crime', 'Drama', 'Thriller']",117.0,7.9,404476,ORF,32400000.0,6300000.0
Lucy,2014,"['Action', 'Sci-Fi', 'Thriller']",89.0,6.4,403194,Uni.,126700000.0,336700000.0
Shaun the Sheep Movie,2015,"['Adventure', 'Animation', 'Comedy']",85.0,7.4,32935,LGF,19400000.0,86800000.0
Red Sparrow,2018,"['Action', 'Drama', 'Thriller']",140.0,6.6,136738,Fox,46900000.0,104700000.0
Win Win,2013,['Comedy'],97.0,6.0,29,FoxS,10200000.0,652000.0
The Wonders,2013,"['Comedy', 'Mystery']",112.0,6.2,286,Osci.,73400.0,0.0
Black or White,2014,['Drama'],121.0,6.6,10659,Rela.,21600000.0,0.0
Chef,2014,"['Adventure', 'Comedy', 'Drama']",114.0,7.3,173270,ORF,31400000.0,14500000.0
I Origins,2014,"['Drama', 'Romance', 'Sci-Fi']",106.0,7.4,104718,FoxS,336000.0,0.0
Ip Man 3,2015,"['Action', 'Biography', 'Drama']",105.0,7.1,38637,WGUSA,2700000.0,154200000.0
99 Homes,2014,['Drama'],112.0,7.1,26699,BG,1400000.0,0.0
Manglehorn,2014,['Drama'],97.0,5.6,6564,IFC,143000.0,0.0
Living Is Easy with Eyes Closed,2013,"['Comedy', 'Drama']",108.0,7.1,5369,Outs,11600.0,2600000.0
Harry & Snowman,2015,"['Biography', 'Documentary', 'Drama']",84.0,7.7,535,FR,561000.0,0.0
The Rooftop,2013,"['Action', 'Comedy', 'Drama']",120.0,5.9,907,WGUSA,85800.0,0.0
Ilo Ilo,2013,['Drama'],99.0,7.3,3785,FM,56800.0,1100000.0
Bang Bang,2014,"['Action', 'Adventure', 'Comedy']",153.0,5.5,19878,FIP,2500000.0,39500000.0
My Old Lady,2014,"['Comedy', 'Drama', 'Romance']",107.0,6.3,8016,Cohen,4000000.0,0.0
Wolf Totem,2015,"['Adventure', 'Drama']",121.0,6.7,5039,Sony,211000.0,125600000.0
Obvious Child,2014,"['Comedy', 'Drama', 'Romance']",84.0,6.8,21536,A24,3100000.0,0.0
A Wedding Invitation,2013,"['Drama', 'Romance']",101.0,6.1,404,CJ,14400.0,0.0
The Dressmaker,2015,"['Comedy', 'Drama']",119.0,7.1,46833,BG,2000000.0,0.0
John Wick,2014,"['Action', 'Crime', 'Thriller']",101.0,7.4,449942,LG/S,43000000.0,45700000.0
Beyond the Reach,2014,['Thriller'],91.0,5.6,8755,RAtt.,45900.0,0.0
Bethlehem,2013,"['Drama', 'Thriller', 'War']",99.0,7.1,1907,AF,202000.0,0.0
The Lazarus Effect,2015,"['Horror', 'Mystery', 'Sci-Fi']",83.0,5.2,37675,Rela.,25800000.0,12600000.0
"20,000 Days on Earth",2014,"['Documentary', 'Drama', 'Music']",97.0,7.5,10155,Drft.,280000.0,1800000.0
God's Pocket,2014,"['Crime', 'Drama']",88.0,6.1,10092,IFC,170000.0,0.0
The Other Side,2014,"['Drama', 'Horror', 'Thriller']",103.0,3.0,244,FM,8100.0,0.0
The Gambler,2013,"['Drama', 'Thriller']",109.0,7.2,1479,Par.,33700000.0,5600000.0
Father Figures,2013,['Documentary'],58.0,6.8,102,WB,17500000.0,8100000.0
The Call,2013,['Documentary'],25.0,7.9,12,TriS,51900000.0,16700000.0
In the Name of My Daughter,2014,"['Crime', 'Drama']",116.0,6.1,1407,Cohen,278000.0,0.0
47 Meters Down,2017,"['Adventure', 'Drama', 'Horror']",89.0,5.6,39060,ENTMP,44300000.0,0.0
Siddharth,2013,['Drama'],96.0,7.3,567,Zeit.,60500.0,0.0
5 Flights Up,2014,"['Comedy', 'Drama']",88.0,6.2,7911,FCW,1000000.0,0.0
Far from the Madding Crowd,2015,"['Drama', 'Romance']",119.0,7.1,41099,FoxS,12200000.0,18000000.0
The Connection,2014,"['Action', 'Crime', 'Thriller']",135.0,7.1,8941,Drft.,191000.0,0.0
Far from Men,2014,"['Drama', 'War', 'Western']",101.0,7.2,5851,Trib.,5300.0,0.0
Lost in Paris,2016,['Comedy'],83.0,6.3,2297,Osci.,692000.0,0.0
Everybody Wants Some!!,2016,['Comedy'],117.0,7.0,47632,Par.,3400000.0,0.0
A Most Violent Year,2014,"['Crime', 'Drama', 'Thriller']",125.0,7.0,60165,A24,5700000.0,6300000.0
The Transporter Refueled,2015,"['Action', 'Adventure', 'Crime']",96.0,5.2,36201,EC,16000000.0,56600000.0
Blood Ties,2013,"['Documentary', 'Drama', 'Family']",83.0,7.0,50,ALP,2800.0,0.0
Zootopia,2016,"['Adventure', 'Animation', 'Comedy']",108.0,8.0,383446,BV,341300000.0,682500000.0
The Trip to Italy,2014,"['Comedy', 'Drama']",108.0,6.6,13668,IFC,2900000.0,3000000.0
Hot Pursuit,2015,"['Action', 'Comedy', 'Crime']",87.0,5.1,44723,WB (NL),34600000.0,17100000.0
Alvin and the Chipmunks: The Road Chip,2015,"['Adventure', 'Animation', 'Comedy']",92.0,5.1,14507,Fox,85900000.0,148900000.0
The Purge: Anarchy,2014,"['Action', 'Horror', 'Sci-Fi']",103.0,6.5,126203,Uni.,72000000.0,40000000.0
Batman v Superman: Dawn of Justice,2016,"['Action', 'Adventure', 'Fantasy']",151.0,6.5,576909,WB,330400000.0,543300000.0
Term Life,2016,"['Crime', 'Drama', 'Thriller']",93.0,5.5,5941,FCW,21300.0,0.0
Dolphin Tale 2,2014,"['Drama', 'Family']",107.0,6.4,7579,WB,42000000.0,15800000.0
Bombay Velvet,2015,"['Action', 'Crime', 'Drama']",149.0,5.7,5029,FIP,451000.0,0.0
A Hologram for the King,2016,"['Comedy', 'Drama', 'Romance']",98.0,6.1,36062,RAtt.,4200000.0,0.0
The Theory of Everything,2014,"['Biography', 'Drama', 'Romance']",123.0,7.7,361534,Focus,35900000.0,87800000.0
The Girl in the Book,2015,['Drama'],86.0,6.2,3684,Free,8200.0,0.0
The Hundred-Foot Journey,2014,"['Comedy', 'Drama']",122.0,7.3,69562,BV,54200000.0,34600000.0
Planes: Fire & Rescue,2014,"['Adventure', 'Animation', 'Comedy']",83.0,6.0,15273,BV,59200000.0,92200000.0
Eastern Boys,2013,"['Crime', 'Drama', 'Romance']",128.0,6.9,2878,FRun,16800.0,0.0
Tangerines,2013,"['Drama', 'War']",87.0,8.2,33478,Gold.,145000.0,0.0
Young Detective Dee: Rise of the Sea Dragon,2013,"['Action', 'Adventure', 'Drama']",134.0,6.5,3944,WAMCR,87800.0,72200000.0
Personal Tailor,2013,"['Comedy', 'Drama']",118.0,5.2,1008,CL,376000.0,115800000.0
Guardian Angel,2014,"['Action', 'Drama']",86.0,7.7,43,RME,19500.0,0.0
Camp X-Ray,2014,"['Drama', 'War']",117.0,6.9,36700,IFC,13300.0,0.0
The Summer of Sangaile,2015,"['Drama', 'Romance']",90.0,6.3,2301,Strand,4500.0,0.0
Mary Kom,2014,"['Action', 'Biography', 'Drama']",122.0,6.8,9155,Eros,621000.0,0.0
Joker,2013,"['Action', 'Thriller']",94.0,5.5,12,UTV,169000.0,0.0
Amour Fou,2014,"['Comedy', 'Drama']",96.0,6.3,1230,FM,13700.0,0.0
Cantinflas,2014,"['Biography', 'Comedy', 'Drama']",102.0,6.6,3575,LGF,6400000.0,0.0
Instructions Not Included,2011,"['Comedy', 'Romance']",52.0,8.0,13,LGF,44500000.0,54600000.0
The Water Diviner,2014,"['Drama', 'History', 'War']",111.0,7.1,66595,WB,4200000.0,34000000.0
Amy,2013,['Horror'],94.0,1.9,247,A24,8400000.0,0.0
The Face Reader,2013,"['Drama', 'History']",140.0,6.9,1754,PM&E,516000.0,54100000.0
Shame,2013,['Drama'],90.0,6.4,38,FoxS,3900000.0,13800000.0
Wild Tales,2014,"['Comedy', 'Drama', 'Thriller']",122.0,8.1,151123,SPC,3100000.0,23900000.0
Mia Madre,2015,['Drama'],106.0,6.8,6207,MBox,303000.0,0.0
The Lego Ninjago Movie,2017,"['Action', 'Adventure', 'Animation']",101.0,6.0,18926,WB,59300000.0,63800000.0
Moms' Night Out,2014,['Comedy'],98.0,5.5,12402,TriS,10400000.0,0.0
Happy Ending,2014,"['Comedy', 'Romance']",135.0,5.4,3070,Eros,314000.0,0.0
Unbranded,2015,['Documentary'],106.0,7.3,1254,Grav.,410000.0,0.0
The Journey,2014,"['Adventure', 'Drama', 'Mystery']",112.0,7.9,42,IFC,155000.0,0.0
Alone in Berlin,2016,"['Drama', 'History', 'War']",103.0,6.5,6380,IFC,33100.0,0.0
Eden,2014,"['Drama', 'Thriller']",90.0,4.7,2576,BG,65500.0,0.0
Club Life,2015,['Drama'],87.0,4.7,465,Orch.,4400.0,0.0
Matangi/Maya/M.I.A.,2018,"['Biography', 'Documentary', 'Music']",96.0,7.5,1116,Abr.,231000.0,0.0
Tiny Times,2013,"['Drama', 'Romance']",116.0,3.0,2028,CL,23500.0,77700000.0
The Wonders,2014,['Drama'],110.0,6.6,3916,Osci.,73400.0,0.0
Mortdecai,2015,"['Action', 'Comedy', 'Crime']",107.0,5.5,61366,LGF,7700000.0,39600000.0
Memories of the Sword,2015,"['Action', 'Drama', 'History']",120.0,6.3,1530,WGUSA,111000.0,0.0
Elle,2013,"['Biography', 'Documentary']",57.0,6.8,8,SPC,2300000.0,0.0
Inferno,2016,"['Action', 'Adventure', 'Crime']",121.0,6.2,138978,Sony,34300000.0,185700000.0
Gett: The Trial of Viviane Amsalem,2014,['Drama'],115.0,7.7,5535,MBox,988000.0,0.0
Learning to Drive,2014,"['Comedy', 'Drama', 'Romance']",90.0,6.4,6740,BG,3400000.0,0.0
He Named Me Malala,2015,['Documentary'],88.0,6.9,4167,FoxS,2700000.0,97100.0
The Conjuring 2,2016,"['Drama', 'Horror', 'Mystery']",134.0,7.4,194543,WB (NL),102500000.0,217900000.0
The Forbidden Room,2015,"['Comedy', 'Mystery']",130.0,6.1,2676,KL,34400.0,0.0
Love & Friendship,2016,"['Comedy', 'Drama', 'Romance']",90.0,6.4,21157,RAtt.,14000000.0,0.0
Unstoppable,2013,['Documentary'],65.0,4.3,551,Fox,81600000.0,86200000.0
Hardcore Henry,2015,"['Action', 'Adventure', 'Sci-Fi']",96.0,6.7,78226,STX,9300000.0,7600000.0
Of Horses and Men,2013,"['Comedy', 'Drama', 'Romance']",81.0,6.8,2743,MBox,11900.0,0.0
Creed,2015,"['Drama', 'Sport']",133.0,7.6,224671,WB (NL),109800000.0,63800000.0
Appropriate Behavior,2014,"['Comedy', 'Drama', 'Romance']",86.0,6.6,3468,Grav.,46900.0,0.0
Suffragette,2015,"['Biography', 'Drama', 'History']",106.0,6.9,34306,Focus,4700000.0,11300000.0
Spy,2015,"['Action', 'Comedy', 'Crime']",119.0,7.0,213908,Fox,110800000.0,124800000.0
The Commune,2016,['Drama'],111.0,6.4,5577,Magn.,38700.0,0.0
Goodnight Mommy,2014,"['Horror', 'Mystery', 'Thriller']",99.0,6.7,35640,RTWC,1200000.0,0.0
Eden,2014,"['Biography', 'Drama', 'Music']",131.0,6.4,3772,BG,65500.0,0.0
Listen Up Philip,2014,"['Comedy', 'Drama']",108.0,6.3,5740,Trib.,200000.0,0.0
Monster Trucks,2016,"['Action', 'Adventure', 'Comedy']",104.0,5.7,13525,Par.,33400000.0,31100000.0
Tusk,2014,"['Comedy', 'Drama', 'Horror']",102.0,5.3,40827,A24,1800000.0,0.0
Crazy Rich Asians,2018,"['Comedy', 'Romance']",120.0,7.0,96617,WB,174500000.0,64000000.0
The Hunt,2016,"['Action', 'Drama', 'Thriller']",100.0,4.0,35,Magn.,613000.0,0.0
The World of Kanako,2014,"['Drama', 'Mystery', 'Thriller']",118.0,6.6,3684,Drft.,16600.0,0.0
Now You See Me 2,2016,"['Action', 'Adventure', 'Comedy']",129.0,6.5,216219,LG/S,65099999.0,269800000.0
Jimmy's Hall,2014,"['Biography', 'Drama', 'History']",109.0,6.7,5241,SPC,561000.0,2600000.0
Equals,2014,['Drama'],116.0,7.1,29,A24,33300.0,2100000.0
True Story,2015,['Drama'],93.0,6.6,21,FoxS,4700000.0,0.0
Intruders,2013,"['Comedy', 'Mystery', 'Thriller']",99.0,6.6,247,MNE,69100.0,2900000.0
Stray Dogs,2013,['Drama'],138.0,7.0,2019,CGld,10400.0,0.0
Nasty Baby,2015,['Drama'],101.0,5.6,2099,Orch.,79800.0,0.0
The Bookshop,2017,['Drama'],113.0,6.5,8018,Greenwich,1600000.0,9900000.0
Diplomacy,2014,"['Drama', 'War']",84.0,7.1,4469,Zeit.,231000.0,3700000.0
Marie's Story,2014,"['Biography', 'Drama']",95.0,7.5,1456,FM,11700.0,0.0
Gold,2014,"['Comedy', 'Drama', 'Family']",88.0,6.7,1298,Wein.,7200000.0,7700000.0
Heropanti,2014,"['Action', 'Romance']",146.0,5.3,7284,UTV,63600.0,0.0
Finding Fanny,2014,"['Adventure', 'Comedy', 'Drama']",102.0,5.8,5841,FIP,616000.0,7100000.0
Commitment,2013,"['Action', 'Drama']",113.0,6.8,2499,WGUSA,76500.0,4500000.0
